1098.47 0.155516 0.0422557 -10.0326
1108.47 0.157509 0.0428217 -9.9079
1118.47 0.157899 0.0429327 -9.78201
1128.47 0.151855 0.0412168 -9.65497
1138.47 0.163801 0.0446113 -9.52675
1148.47 0.179587 0.0491141 -9.39738
1158.47 0.172444 0.0470742 -9.26685
1168.47 0.129466 0.0348879 -9.13515
1178.47 0.110274 0.0295018 -9.00227
1188.47 0.113105 0.0302938 -8.86824
1198.47 0.134077 0.0361874 -8.73305
1208.47 0.136915 0.0369883 -8.59668
1218.47 0.16263 0.0442779 -8.45915
1228.47 0.180362 0.0493356 -8.32047
1238.47 0.166381 0.0453458 -8.18062
1248.47 0.157759 0.0428928 -8.0396
1258.47 0.132385 0.0357103 -7.89742
1268.47 0.112401 0.0300968 -7.75407
1278.47 0.105441 0.0281518 -7.60956
1288.47 0.0998672 0.0265984 -7.46388
1298.47 0.0920795 0.0244345 -7.31705
1308.47 0.111759 0.029917 -7.16904
1318.47 0.138487 0.0374324 -7.01987
1328.47 0.117946 0.0316501 -6.86954
1338.47 0.11421 0.0306032 -6.71803
1348.47 0.115438 0.0255938 -6.56537
1358.47 0.0606746 0.0146585 -6.41154
1368.47 0.08187 0.02528 -6.25656
1378.47 0.0963147 0.0169668 -6.1004
1388.47 0.0656714 0.0197689 -5.94309
1398.47 0.0605789 0.0227844 -5.78459
1408.47 0.0729712 0.0231987 -5.62495
1418.47 0.0602975 0.0202091 -5.46414 0.117856 -0.058928
1428.47 0.0432536 0.0101364 -5.30216 0.10908 -0.05454
1438.47 0.0545355 0.0169797 -5.13902 0.107465 -0.0537325
1448.47 0.0564464 0.0148122 -4.97472 0.10488 -0.05244
1458.47 0.052094 0.0129233 -4.80924 0.087736 -0.043868
1468.47 0.0540501 0.011207 -4.64261 0.082902 -0.041451
1478.47 0.0372048 0.00858937 -4.47481 0.0805402 -0.0402701
1488.47 0.0285977 0.00627007 -4.30585 0.0818809 -0.0409405
1498.47 0.0289368 0.00721764 -4.13571 0.0798283 -0.0399142
1508.47 0.0285195 0.00686835 -3.96442 0.0800513 -0.0400256
1518.47 0.0293234 0.00994676 -3.79196 0.0763324 -0.0381662
1528.47 0.0550796 0.0148848 -3.61835 0.0642643 -0.0321321
1538.47 0.0653023 0.0174822 -3.44356 0.0641044 -0.0320522
1548.47 0.0772123 0.0238926 -3.26761 0.0628966 -0.0314483
1558.47 0.0468853 0.0151353 -3.0905 0.0652138 -0.0326069
1568.47 0.0646533 0.0143573 -2.91222 0.0686845 -0.0343422
1578.47 0.0630069 0.0163123 -2.73277 0.0707364 -0.0353682
1588.47 0.0655078 0.013377 -2.55217 0.0692302 -0.0346151
1598.47 0.0297128 0.0116745 -2.37039 0.0662462 -0.0331231
1608.47 0.043043 0.010891 -2.18745 0.0661748 -0.0330874
1618.47 0.047685 0.01209 -2.00336 0.0615472 -0.0307736
1628.47 0.0597992 0.0172207 -1.81808 0.0634235 -0.0317117
1638.47 0.0405063 0.00870217 -1.63165 0.0615481 -0.0307741
1648.47 0.0250067 0.00802777 -1.44406 0.0599697 -0.0299849
1658.47 0.0272202 0.00641338 -1.25531 0.0583369 -0.0291684
1668.47 0.0219626 0.00493057 -1.06538 0.0588927 -0.0294463
1678.47 0.0274253 0.00559704 -0.874298 0.0552633 -0.0276316
1688.47 0.0236664 0.00624764 -0.682053 0.0543821 -0.027191
1698.47 0.0384189 0.00585253 -0.488632 0.0557487 -0.0278743
1708.47 0.0362821 0.0109999 -0.294052 0.0551625 -0.0275813
1718.47 0.0466785 0.0140449 -0.098297 0.0557139 -0.027857
1728.47 0.0482153 0.015566 0.098602 0.0569467 -0.0284734
1738.47 0.0451946 0.0194443 0.296677 0.0577491 -0.0288746
1748.47 0.0491989 0.010518 0.495911 0.0576972 -0.0288486
1758.47 0.0433237 0.00777571 0.69632 0.05899 -0.029495
1768.47 0.0368187 0.0106442 0.897888 0.0585628 -0.0292814
1778.47 0.0291187 0.00776451 1.10062 0.0564397 -0.0282199
1788.47 0.0265954 0.0074258 1.30452 0.0561026 -0.0280513
1798.47 0.0313964 0.00613889 1.50957 0.0560151 -0.0280076
1808.47 0.0211568 0.00433883 1.71581 0.0551049 -0.0275524
1818.47 0.0232899 0.00588244 1.92319 0.0563022 -0.0281511
1828.47 0.0271712 0.00684982 2.13174 0.055045 -0.0275225
1838.47 0.0308155 0.00916085 2.34146 0.0548592 -0.0274296
1848.47 0.0383869 0.0100242 2.55234 0.0550313 -0.0275156
1858.47 0.0529191 0.00971674 2.76439 0.0541099 -0.027055
1868.47 0.0376082 0.0159089 2.9776 0.0539054 -0.0269527
1878.47 0.0471109 0.0111196 3.19197 0.0534469 -0.0267234
1888.47 0.0255519 0.00668387 3.40752 0.0536193 -0.0268097
1898.47 0.0248028 0.00547507 3.62422 0.0548939 -0.027447
1908.47 0.0284873 0.00769932 3.84209 0.0571875 -0.0285938
1918.47 0.0219999 0.00433188 4.06111 0.0575038 -0.0287519
1928.47 0.0218284 0.00516209 4.28131 0.0586104 -0.0293052
1938.47 0.030481 0.00647819 4.50267 0.0607843 -0.0303921
1948.47 0.0319477 0.0078097 4.72521 0.0596394 -0.0298197
1958.47 0.0435125 0.013178 4.9489 0.060437 -0.0302185
1968.47 0.0517872 0.0104275 5.17375 0.0640678 -0.0320339
1978.47 0.0456297 0.0163531 5.39977 0.0654699 -0.0327349
1988.47 0.103522 0.0220969 5.62696 0.0682896 -0.0341448
1998.47 0.125575 0.039754 5.8553 0.0713168 -0.0356584
2008.47 0.0971488 0.019504 6.08481 0.0724132 -0.0362066
