1098.47 0.0182383 0.0107007 11.942400
1108.47 0.0182383 0.0107007 11.942400
1118.47 0.0182383 0.0107007 11.942400
1128.47 0.0182383 0.0107007 11.942400
1138.47 0.0182383 0.0107007 11.942400
1148.47 0.0182383 0.0107007 11.942400
1158.47 0.0182383 0.0107007 11.942400
1168.47 0.0182383 0.0107007 11.942400
1178.47 0.0182383 0.0107007 11.942400
1188.47 0.0182383 0.0107007 11.942400
1198.47 0.0182383 0.0107007 11.942400
1208.47 0.0182383 0.0107007 11.942400
1218.47 0.0182383 0.0107007 11.942400
1228.47 0.0182383 0.0107007 11.942400
1238.47 0.0182383 0.0107007 11.942400
1248.47 0.0182383 0.0107007 11.942400
1258.47 0.0182383 0.0107007 11.942400
1268.47 0.0182383 0.0107007 11.942400
1278.47 0.0182383 0.0107007 11.942400
1288.47 0.0182383 0.0107007 11.942400
1298.47 0.0182383 0.0107007 11.942400
1308.47 0.0182383 0.0107007 11.942400
1318.47 0.0182383 0.0107007 11.942400
1328.47 0.0182383 0.0107007 11.942400
1338.47 0.0182383 0.0107007 11.942400
1348.47 0.0182383 0.0107007 11.942400
1358.47 0.0182383 0.0107007 11.942400
1368.47 0.0182383 0.0107007 11.942400
1378.47 0.0182383 0.0107007 11.942400
1388.47 0.0182383 0.0107007 11.942400
1398.47 0.0182383 0.0107007 11.942400
1408.47 0.0182383 0.0107007 11.942400
1418.47 0.0182383 0.0107007 11.942400
1428.47 0.0182383 0.0107007 11.942400
1438.47 0.0182383 0.0107007 11.942400
1448.47 0.0182383 0.0107007 11.942400
1458.47 0.0182383 0.0107007 11.942400
1468.47 0.0182383 0.0107007 11.942400
1478.47 0.0182383 0.0107007 11.942400
1488.47 0.0182383 0.0107007 11.942400
1498.47 0.0182383 0.0107007 11.942400
1508.47 0.0182383 0.0107007 11.942400
1518.47 0.0182383 0.0107007 11.942400
1528.47 0.0182383 0.0107007 11.942400
1538.47 0.0182383 0.0107007 11.942400
1548.47 0.0182383 0.0107007 11.942400
1558.47 0.0182383 0.0107007 11.942400
1568.47 0.0182383 0.0107007 11.942400
1578.47 0.0182383 0.0107007 11.942400
1588.47 0.0182383 0.0107007 11.942400
1598.47 0.0182383 0.0107007 11.942400
1608.47 0.0182383 0.0107007 11.942400
1618.47 0.0182383 0.0107007 11.942400
1628.47 0.0182383 0.0107007 11.942400
1638.47 0.0182383 0.0107007 11.942400
1648.47 0.0182383 0.0107007 11.942400
1658.47 0.0182383 0.0107007 11.942400
1668.47 0.0182383 0.0107007 11.942400
1678.47 0.0182383 0.0107007 11.942400
1688.47 0.0182383 0.0107007 11.942400
1698.47 0.0182383 0.0107007 11.942400
1708.47 0.0182383 0.0107007 11.942400
1718.47 0.0182383 0.0107007 11.942400
1728.47 0.0182383 0.0107007 11.942400
1738.47 0.0182383 0.0107007 11.942400
1748.47 0.0182383 0.0107007 11.942400
1758.47 0.0182383 0.0107007 11.942400
1768.47 0.0182383 0.0107007 11.942400
1778.47 0.0182383 0.0107007 11.942400
1788.47 0.0182383 0.0107007 11.942400
1798.47 0.0182383 0.0107007 11.942400
1808.47 0.0182383 0.0107007 11.942400
1818.47 0.0182383 0.0107007 11.942400
1828.47 0.0182383 0.0107007 11.942400
1838.47 0.0182383 0.0107007 11.942400
