1098.47 0.162349 0.0425525 -10.0326 0 0 7.4077
1108.47 0.16443 0.0431225 -9.9079 0 0 7.4077
1118.47 0.164837 0.0432343 -9.78201 0 0 7.4077
1128.47 0.158527 0.0415063 -9.65497 0 0 7.4077
1138.47 0.170998 0.0449247 -9.52675 0 0 7.4077
1148.47 0.187478 0.0494591 -9.39738 0 0 7.4077
1158.47 0.180021 0.0474049 -9.26685 0 0 7.4077
1168.47 0.135154 0.035133 -9.13515 0 0 7.4077
1178.47 0.115119 0.029709 -9.00227 0 0 7.4077
1188.47 0.118075 0.0305066 -8.86824 0 0 7.4077
1198.47 0.139968 0.0364416 -8.73305 0 0 7.4077
1208.47 0.142931 0.0372481 -8.59668 0 0 7.4077
1218.47 0.169776 0.0445889 -8.45915 0 0 7.4077
1228.47 0.188287 0.0496822 -8.32047 0 0 7.4077
1238.47 0.173691 0.0456643 -8.18062 0 0 7.4077
1248.47 0.164691 0.0431941 -8.0396 0 0 7.4077
1258.47 0.138202 0.0359611 -7.89742 0 0 7.4077
1268.47 0.11734 0.0303082 -7.75407 0 0 7.4077
1278.47 0.110074 0.0283496 -7.60956 0 0 7.4077
1288.47 0.104255 0.0267852 -7.46388 0 0 7.4077
1298.47 0.0961253 0.0246061 -7.31705 0 0 7.4077
1308.47 0.116669 0.0301272 -7.16904 0 0 7.4077
1318.47 0.144572 0.0376953 -7.01987 0 0 7.4077
1328.47 0.123128 0.0318724 -6.86954 0 0 7.4077
1338.47 0.119228 0.0308182 -6.71803 0 0 7.4077
1348.47 0.12051 0.0257736 -6.56537 0 0 7.4077
1358.47 0.0633405 0.0147615 -6.41154 0 0 7.4077
1368.47 0.0854672 0.0254576 -6.25656 0 0 7.4077
1378.47 0.100547 0.017086 -6.1004 0 0 7.4077
1388.47 0.0685569 0.0199078 -5.94309 0 0 7.4077
1398.47 0.0632406 0.0229445 -5.78459 0 0 7.4077
1408.47 0.0761774 0.0233617 -5.62495 0 0 7.4077
1418.47 0.0629468 0.0203511 -5.46414 0 0 7.4077
1428.47 0.0451541 0.0102076 -5.30216 0 0 7.40036
1438.47 0.0569317 0.017099 -5.13902 0 0 7.39284
1448.47 0.0589265 0.0149162 -4.97472 0 0 7.38512
1458.47 0.0543829 0.0130141 -4.80924 0 0 7.37721
1468.47 0.0564249 0.0112857 -4.64261 0 0 7.36909
1478.47 0.0388395 0.00864971 -4.47481 0 0 7.36076
1488.47 0.0298542 0.00631411 -4.30585 0 0 7.3522
1498.47 0.0302082 0.00726834 -4.13571 0 0 7.34342
1508.47 0.0297726 0.0069166 -3.96442 0 0 7.33439
1518.47 0.0306118 0.0100166 -3.79196 0 0 7.32512
1528.47 0.0574997 0.0149894 -3.61835 0 0 7.31559
1538.47 0.0681715 0.017605 -3.44356 0 0 7.30579
1548.47 0.0806048 0.0240604 -3.26761 0 0 7.29571
1558.47 0.0489453 0.0152416 -3.0905 0 0 7.28534
1568.47 0.067494 0.0144582 -2.91222 0 0 7.27466
1578.47 0.0657753 0.0164269 -2.73277 0 0 7.26366
1588.47 0.0683861 0.013471 -2.55217 0 0 7.25233
1598.47 0.0310183 0.0117565 -2.37039 0 0 7.24066
1608.47 0.0449342 0.0109675 -2.18745 0 0 7.22862
