1 1 -0.146639 0.167274 0.974944 7.73941
1 2 0.187489 -0.0166375 0.982126 7.07415
1 3 -0.0140873 -0.0457751 0.998852 6.92497
1 4 0.0033687 -0.121401 0.992598 6.87442
1 5 -0.0168613 -0.0685026 0.997508 7.33564
1 6 -0.025906 -0.0946706 0.995172 8.95042
1 7 0.122505 -0.104774 0.986922 8.64723
1 8 0.0718438 0.032561 0.996884 9.08347
1 9 -0.151112 0.0170679 0.988369 7.7998
1 10 0.0240929 -0.129649 0.991267 7.7425
1 11 -0.0446835 0.02839 0.998598 7.98357
1 12 0.124143 -0.110201 0.986126 7.06359
1 13 0.012519 0.0329428 0.999379 6.87818
1 14 -0.0881075 -0.115184 0.989429 6.98645
1 15 0.0891002 -0.128437 0.987707 6.70488
1 16 -0.00695039 -0.0883466 0.996066 7.07178
1 17 -0.0122039 -0.139161 0.990195 7.49587
1 18 0.120411 -0.0477478 0.991575 7.31136
1 19 -0.111113 -0.0674688 0.991515 6.98662
1 20 -0.112573 -0.00318012 0.993638 6.63347
1 21 0.0607275 -0.122941 0.990554 6.87379
1 22 0.0913125 -0.0958898 0.991195 6.6671
1 23 -0.00361096 -0.0357867 0.999353 6.59558
1 24 -0.0743585 -0.107033 0.991471 7.41051
1 25 0.0724733 -0.0975693 0.992586 7.37359
1 26 0.157865 -0.096709 0.982714 7.33059
1 27 -0.127828 -0.0432643 0.990852 6.87911
1 28 0.0221819 -0.135807 0.990487 7.33626
1 29 -0.0719465 -0.0708939 0.994886 7.34621
1 30 0.0829104 0.0282902 0.996155 7.34117
1 31 0.0688387 -0.127684 0.989423 12.9111
1 32 0.00483562 -0.0244829 0.999689 9.24317
1 33 0.0148666 -0.0261922 0.999546 7.70851
1 34 -0.0090251 0.00726646 0.999933 7.78344
1 35 0.00790884 -0.00297794 0.999964 7.18428
1 36 -0.00871069 0.0352294 0.999341 9.73501
1 37 0.105405 0.0732233 0.99173 10.6154
1 38 -0.0758803 -0.0533627 0.995688 7.21287
1 39 -0.0173636 -0.00135813 0.999848 7.26272
1 40 -0.0424719 0.0376712 0.998387 6.80076
1 41 -0.0213499 -0.0609017 0.997915 6.999
1 42 0.0458569 -0.104986 0.993416 7.06581
1 43 -0.100931 -0.00303908 0.994889 7.24587
1 44 -0.0665017 0.0443757 0.996799 6.88495
1 47 0.0190554 -0.0874916 0.995983 6.69498
1 48 -0.116717 -0.0413984 0.992302 6.619
1 49 -0.0213994 -0.0794354 0.99661 6.69794
1 50 0.042347 -0.0428151 0.998185 6.65095
1 51 0.0914206 -0.0977496 0.991003 6.51689
1 52 0.0480001 -0.0841828 0.995294 6.5185
1 53 0.137208 -0.0751259 0.987689 6.55404
1 54 0.16418 -0.125021 0.978476 6.7759
1 55 0.0614802 -0.0946515 0.99361 6.74165
1 56 0.135632 -0.0485512 0.989569 6.43882
1 57 0.082468 -0.0217893 0.996355 6.48967
1 58 0.0491767 0.0113033 0.998726 6.37684
1 59 -0.0152378 0.0118551 0.999814 6.2469
1 60 -0.0179599 0.000822857 0.999838 6.29854
2 1 -0.0031451 0.0583172 0.998293 7.53734
2 2 0.0051489 -0.0795694 0.996816 7.46228
2 3 -0.0310232 -0.142318 0.989335 7.10391
2 4 0.120716 -0.0757312 0.989794 6.89409
2 5 -0.00412708 -0.16396 0.986458 7.32609
2 6 0.0968825 -0.0601941 0.993474 7.62574
2 7 -0.0368551 -0.0153757 0.999202 8.34616
2 8 -0.0428178 -0.0256922 0.998752 8.19531
2 9 0.0720092 -0.0641839 0.995337 7.44976
2 10 0.0724797 -0.0745374 0.994581 6.97812
2 11 0.140774 -0.0573681 0.988378 7.51292
2 12 0.151355 -0.033821 0.987901 7.06759
